Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Avery Miller,16,4.2,1,60,Construction,Senior
Alice Miller,16,2.83,3,6,Construction,Senior
Cal Brown,17,2.89,1,25,Bio Med,Freshman
Sam Martinez,16,2.41,2,31,Early College,Sophomore
Sam Martinez,18,3.38,3,11,Early Childhood Education,Sophomore
Nate Brown,14,1.83,2,58,Computer Science,Sophomore
Kelsey Garcia,17,1.39,3,27,Marketing,Junior
Josh Wilson,17,2.76,2,15,Marketing,Freshman
Alice Williams,18,0.73,3,5,Computer Science,Freshman
Cal Thomas,17,2.75,3,29,Bio Med,Junior
Sujay Moore,19,4.22,2,14,Business,Senior
Avery Smith,16,2.21,1,7,Culinary,Sophomore
Azria Wilson,15,2.11,1,18,Marketing,Senior
Manny Brown,18,3.92,3,39,Business,Sophomore
Alice Jones,14,0.68,0,49,Culinary,Sophomore
Azria Gonzalez,19,3.5,0,59,Engineering,Junior
Azria Moore,14,3.4,1,23,Construction,Freshman
Josh Gonzalez,17,2.76,1,44,Computer Science,Junior
Manny Williams,19,1.44,1,45,Marketing,Senior
Gavin Jones,19,1.54,1,28,Computer Science,Freshman
Manny Taylor,18,0.95,1,3,Criminal Justice,Sophomore
Joe Jackson,15,0.7,0,19,Construction,Senior
Josh Williams,15,2.53,1,60,Early Childhood Education,Freshman
Nate Taylor,18,3.5,2,51,Marketing,Sophomore
Nate Johnson,17,4.22,0,6,Business,Sophomore
Joe Martin,16,1.99,1,15,Marketing,Freshman
Joe Lopez,18,4.33,0,1,Criminal Justice,Senior
Abby Garcia,18,4.39,1,33,Computer Science,Senior
Abby Jackson,18,4.21,3,21,Bio Med,Junior
Manny Thomas,19,0.41,2,34,Culinary,Junior
Kelsey Rodriguez,15,2.54,3,23,Bio Med,Senior
Kelsey Martin,18,0.93,1,14,Bio Med,Junior
Gavin Gonzalez,16,1.45,3,59,Business,Senior
Cal Garcia,17,1.25,3,14,Business,Senior
Nate Lopez,16,1.05,1,37,Culinary,Senior
Sam Brown,16,2.45,2,16,Bio Med,Sophomore
Gavin Williams,15,3.36,0,55,Bio Med,Freshman
Gavin Garcia,19,2.09,2,11,Early Childhood Education,Senior
Alice Davis,19,3.64,1,28,Business,Junior
Kelsey Taylor,14,4.12,1,9,Marketing,Junior
Gavin Martinez,14,3.38,3,44,Construction,Senior
Gavin Miller,15,1.17,1,55,Business,Freshman
Dutch Hernandez,17,2.03,0,50,Bio Med,Junior
Josh Hernandez,15,1.46,0,26,Criminal Justice,Sophomore
Kelsey Johnson,15,3.53,1,4,Marketing,Senior
Emm Anderson,15,0.62,0,5,Construction,Junior
Sujay Johnson,15,2.41,1,57,Marketing,Freshman
Nate Lopez,16,0.49,3,20,Business,Junior
Vihaan Miller,15,2.13,2,8,Criminal Justice,Senior
Vihaan Jones,17,0.68,2,37,Bio Med,Sophomore
Cal Williams,17,2.44,0,38,Early College,Freshman
Kelsey Garcia,18,0.41,3,28,Early College,Freshman
Sujay Williams,18,0.36,0,5,Criminal Justice,Junior
Abby Davis,17,0.45,0,51,Criminal Justice,Junior
Alice Jones,14,3.21,0,0,Business,Freshman
Sujay Jackson,14,4.03,3,17,Early Childhood Education,Junior
Josh Hernandez,17,2.46,3,4,Business,Sophomore
Manny Garcia,15,1.02,2,28,Marketing,Sophomore
Alice Johnson,15,4.13,0,43,Culinary,Freshman
Vihaan Brown,15,1.84,2,44,Early Childhood Education,Junior
Azria Anderson,17,2.25,1,27,Early Childhood Education,Freshman
Joe Wilson,18,4.02,0,3,Bio Med,Junior
Cal Williams,14,4.05,2,48,Criminal Justice,Senior
Manny Moore,17,3.42,0,17,Early College,Sophomore
Abby Brown,15,0.55,3,39,Culinary,Junior
Azria Jones,15,4.07,2,3,Marketing,Freshman
Cal Anderson,14,3.53,0,3,Culinary,Junior
Josh Miller,15,2.51,0,31,Engineering,Junior
Gavin Garcia,19,2.09,3,58,Criminal Justice,Sophomore
Josh Williams,19,0.84,1,10,Criminal Justice,Freshman
Josh Jackson,18,3.53,1,59,Criminal Justice,Junior
Emm Johnson,16,1.08,0,44,Bio Med,Sophomore
Dutch Anderson,18,1.06,1,59,Marketing,Junior
Alice Davis,19,4.23,1,35,Bio Med,Junior
Sam Hernandez,17,2.01,3,56,Bio Med,Sophomore
Azria Martin,18,3.22,1,3,Criminal Justice,Senior
Nate Miller,14,1.93,2,49,Early Childhood Education,Freshman
Azria Martin,19,1.77,3,43,Business,Junior
Manny Anderson,16,2.35,0,22,Marketing,Sophomore
Gavin Lopez,18,0.75,1,4,Bio Med,Freshman
Azria Gonzalez,16,3.54,2,54,Marketing,Senior
Dutch Moore,14,3.64,0,0,Early College,Sophomore
Kelsey Williams,18,3.18,1,16,Construction,Junior
Kelsey Moore,16,3.93,1,43,Business,Junior
Gavin Martinez,18,0.49,1,7,Computer Science,Freshman
Dutch Jackson,17,2.87,3,10,Construction,Sophomore
Emm Jackson,14,1.5,3,26,Early Childhood Education,Freshman
Cal Thomas,14,2.07,0,32,Construction,Sophomore
Gavin Anderson,14,3.46,2,6,Construction,Freshman
Azria Garcia,16,2.06,1,53,Criminal Justice,Junior
Alice Smith,14,1.51,3,30,Computer Science,Junior
Manny Garcia,14,1.19,0,7,Culinary,Freshman
Emm Gonzalez,15,3.99,1,3,Business,Sophomore
Cal Lopez,18,1.35,3,30,Early Childhood Education,Senior
Sam Smith,18,2.91,2,4,Bio Med,Sophomore
Kelsey Hernandez,14,2.6,0,17,Marketing,Senior
Abby Moore,14,3.42,0,40,Early College,Freshman
Alice Williams,19,3.87,2,51,Culinary,Sophomore
Abby Lopez,19,4.09,1,22,Marketing,Freshman
Vihaan Johnson,14,3.77,1,52,Marketing,Senior
Gavin Thomas,15,3.37,2,11,Criminal Justice,Junior
Dutch Johnson,19,3.15,1,27,Bio Med,Freshman
Gavin Moore,18,1.5,2,46,Culinary,Freshman
Kelsey Taylor,15,0.87,3,27,Early College,Junior
Nate Davis,16,3.89,1,0,Business,Junior
Joe Lopez,19,1.14,1,22,Construction,Sophomore
Josh Jones,15,0.49,1,36,Computer Science,Freshman
Josh Lopez,14,1.36,3,37,Early College,Junior
Dutch Lopez,14,1.98,2,24,Engineering,Freshman
Emm Martinez,16,1.56,0,15,Criminal Justice,Freshman
Gavin Garcia,15,0.49,1,29,Business,Senior
Avery Lopez,16,1.02,1,57,Early College,Sophomore
Abby Thomas,17,2.88,1,42,Bio Med,Senior
Vihaan Johnson,16,0.37,0,17,Marketing,Senior
Sam Anderson,16,3.88,2,11,Criminal Justice,Freshman
Nate Rodriguez,19,3.71,3,4,Business,Sophomore
Abby Martinez,18,3.85,1,28,Construction,Senior
Manny Miller,18,3.78,1,38,Culinary,Junior
Azria Miller,14,0.93,2,36,Business,Senior
Cal Rodriguez,15,2.87,2,0,Criminal Justice,Sophomore
Manny Gonzalez,18,0.3,2,14,Culinary,Senior
Kelsey Brown,17,0.81,0,28,Construction,Freshman
Vihaan Anderson,18,3.36,0,52,Early College,Freshman
Nate Rodriguez,17,4.25,1,27,Early College,Sophomore
Cal Thomas,16,0.94,1,0,Criminal Justice,Senior
Sujay Davis,19,0.39,3,3,Early College,Senior
Sujay Jackson,18,3.66,2,46,Bio Med,Sophomore
Kelsey Johnson,19,3.6,1,41,Bio Med,Freshman
Josh Rodriguez,17,2.34,0,24,Bio Med,Freshman
Vihaan Thomas,19,3.58,2,7,Computer Science,Senior
Kelsey Anderson,17,1.97,2,32,Computer Science,Freshman
Avery Anderson,18,1.21,0,45,Computer Science,Freshman
Vihaan Moore,14,1.42,2,51,Bio Med,Junior
Nate Anderson,15,4.09,2,47,Bio Med,Sophomore
Josh Wilson,17,4.12,0,3,Construction,Junior
Abby Thomas,14,2.75,2,35,Business,Freshman
Azria Brown,18,4.05,3,34,Computer Science,Sophomore
Dutch Wilson,14,4.22,1,58,Bio Med,Senior
Dutch Garcia,15,1.47,0,59,Marketing,Junior
Cal Williams,15,0.77,3,14,Construction,Sophomore
Cal Martin,17,0.5,2,57,Engineering,Junior
Nate Jones,15,1.41,3,15,Construction,Senior
Emm Hernandez,18,1.48,1,47,Construction,Freshman
Sujay Brown,16,3.99,1,47,Early College,Sophomore
Dutch Gonzalez,16,2.88,3,37,Bio Med,Freshman
Dutch Miller,16,3.96,0,57,Bio Med,Sophomore
Gavin Gonzalez,15,1.44,3,24,Marketing,Sophomore
Sam Gonzalez,15,2.34,0,35,Early Childhood Education,Sophomore
Sam Jackson,14,0.53,3,57,Marketing,Junior
Manny Martin,14,3.21,3,46,Computer Science,Freshman
Sam Martinez,19,2.6,0,21,Early College,Freshman
Sam Johnson,17,2.82,3,10,Early College,Freshman
Azria Taylor,14,2.3,1,14,Early College,Freshman
Dutch Miller,14,1.7,3,16,Culinary,Freshman
Josh Davis,17,0.53,3,57,Criminal Justice,Freshman
Kelsey Hernandez,14,0.89,0,58,Construction,Junior
Alice Hernandez,17,2.68,1,39,Early College,Sophomore
Azria Hernandez,16,2.53,3,41,Bio Med,Senior
Josh Jackson,16,1.5,2,12,Bio Med,Sophomore
Alice Davis,16,3.39,3,4,Marketing,Junior
Josh Taylor,14,2.66,0,28,Criminal Justice,Senior
Nate Garcia,18,0.93,1,49,Construction,Junior
Dutch Wilson,15,1.68,3,45,Early Childhood Education,Freshman
Vihaan Garcia,19,0.74,0,4,Marketing,Junior
Kelsey Lopez,14,0.44,1,27,Computer Science,Freshman
Gavin Wilson,16,3.18,1,40,Construction,Sophomore
Manny Anderson,14,0.52,1,33,Bio Med,Sophomore
Sam Hernandez,16,3.53,2,29,Early College,Freshman
Dutch Lopez,15,2.81,3,14,Early Childhood Education,Junior
Kelsey Jones,14,3.24,1,13,Construction,Junior
Vihaan Gonzalez,17,1.51,3,28,Early College,Senior
Joe Garcia,15,2.89,3,60,Culinary,Sophomore
Abby Moore,15,2.11,3,1,Computer Science,Freshman
Alice Jackson,17,1.04,3,58,Culinary,Sophomore
Joe Martin,19,1.13,3,57,Culinary,Sophomore
Nate Jackson,19,1.78,1,5,Computer Science,Freshman
Azria Hernandez,17,3.58,1,31,Early Childhood Education,Senior
Sujay Davis,15,0.81,3,55,Culinary,Senior
Kelsey Smith,17,2.61,0,42,Criminal Justice,Senior
Vihaan Gonzalez,16,1.37,0,13,Early College,Sophomore
Sam Miller,18,2.2,0,48,Criminal Justice,Senior
Vihaan Anderson,15,4.28,1,46,Bio Med,Senior
Emm Rodriguez,16,1.69,0,37,Business,Junior
Joe Taylor,16,0.66,0,53,Marketing,Freshman
Gavin Wilson,14,3.38,0,56,Bio Med,Junior
Kelsey Brown,18,2.27,3,27,Engineering,Senior
Nate Gonzalez,16,1.36,3,49,Computer Science,Senior
Cal Jackson,17,1.99,0,46,Construction,Freshman
Josh Wilson,19,2.15,3,36,Business,Sophomore
Manny Martinez,15,3.59,0,53,Early College,Junior
Vihaan Martinez,15,0.86,3,25,Marketing,Senior
Sujay Wilson,17,0.41,1,10,Business,Freshman
Kelsey Jones,18,0.79,0,2,Business,Freshman
Azria Anderson,19,1.66,1,35,Early College,Junior
Sam Taylor,19,3.6,2,39,Marketing,Sophomore
Vihaan Williams,15,0.4,3,32,Early College,Freshman
Sujay Davis,14,3.06,1,11,Culinary,Sophomore
Alice Smith,19,1.8,0,41,Early Childhood Education,Senior
Josh Miller,19,1.38,3,12,Computer Science,Senior
Azria Miller,19,1.8,2,17,Construction,Sophomore
Dutch Taylor,19,2.76,0,11,Construction,Freshman
Gavin Hernandez,16,0.93,2,1,Marketing,Sophomore
Alice Moore,18,1.41,2,56,Bio Med,Freshman
Nate Wilson,19,1.87,3,2,Business,Senior
Azria Williams,17,2.19,0,5,Computer Science,Sophomore
Joe Johnson,14,1.05,3,13,Culinary,Sophomore
Cal Brown,15,0.36,0,60,Computer Science,Senior
Sujay Thomas,16,1.04,0,14,Criminal Justice,Junior
Sam Brown,19,3.1,2,25,Computer Science,Sophomore
Sujay Miller,19,3.3,3,53,Business,Sophomore
Sujay Johnson,19,2.67,3,6,Bio Med,Junior
Kelsey Martinez,14,2.24,0,58,Engineering,Junior
Nate Wilson,16,0.79,0,48,Criminal Justice,Freshman
Josh Davis,16,1.23,3,36,Early Childhood Education,Junior
Dutch Wilson,16,2.58,1,52,Engineering,Senior
Abby Smith,18,3.3,0,54,Computer Science,Freshman
Alice Moore,14,1.19,0,45,Early Childhood Education,Sophomore
Vihaan Rodriguez,19,1.96,0,14,Engineering,Senior
Avery Lopez,18,3.49,0,47,Marketing,Freshman
Vihaan Wilson,14,0.51,3,1,Business,Junior
Manny Moore,16,4.02,0,23,Construction,Freshman
Abby Martin,18,1.01,1,44,Business,Senior
Sam Anderson,14,0.54,3,34,Business,Junior
Dutch Johnson,18,1.95,0,0,Business,Sophomore
Avery Moore,15,1.6,3,48,Construction,Freshman
Alice Smith,16,1.76,1,45,Early Childhood Education,Freshman
Alice Gonzalez,17,0.34,0,42,Criminal Justice,Sophomore
Cal Jones,19,0.71,0,41,Early Childhood Education,Senior
Dutch Martinez,15,2.9,0,30,Business,Senior
Sujay Lopez,19,4.15,1,3,Culinary,Sophomore
Joe Anderson,15,3.49,3,4,Early College,Sophomore
Azria Williams,14,3.97,2,59,Business,Sophomore
Cal Rodriguez,18,0.33,1,54,Early College,Freshman
Vihaan Anderson,14,1.28,1,46,Criminal Justice,Junior
Kelsey Wilson,17,1.99,2,25,Early College,Senior
Joe Thomas,16,1.44,1,51,Culinary,Freshman
Vihaan Anderson,18,2.4,0,9,Business,Sophomore
Gavin Moore,16,2.15,0,52,Construction,Junior
Dutch Garcia,16,0.46,2,26,Engineering,Sophomore
Josh Miller,15,2.17,0,58,Bio Med,Sophomore
Nate Williams,18,2.24,3,17,Early Childhood Education,Senior
Nate Lopez,14,2.52,0,45,Early Childhood Education,Sophomore
Avery Wilson,15,2.79,3,36,Early College,Senior
Gavin Taylor,19,3.5,3,25,Bio Med,Freshman
Josh Martinez,19,1.34,1,39,Bio Med,Sophomore
Josh Johnson,14,0.96,2,15,Early College,Junior
Abby Miller,17,2.87,2,20,Engineering,Senior
Nate Miller,14,3.48,2,23,Culinary,Freshman
Avery Miller,14,0.38,3,33,Engineering,Sophomore
Kelsey Brown,14,2.84,1,24,Bio Med,Junior
Sujay Miller,18,0.56,2,14,Marketing,Freshman
Alice Jones,15,3.52,3,47,Early College,Junior
Sujay Thomas,15,4.34,0,55,Business,Senior
Sujay Taylor,16,2.1,2,5,Construction,Sophomore
Dutch Miller,15,3.58,1,55,Early Childhood Education,Senior
Abby Hernandez,16,2.37,2,6,Engineering,Sophomore
Gavin Williams,14,2.31,3,50,Business,Junior
Emm Smith,14,3.48,2,38,Early College,Senior
Manny Garcia,15,1.8,0,43,Marketing,Freshman
Cal Moore,17,0.34,0,54,Early Childhood Education,Junior
Cal Wilson,16,3.28,0,53,Business,Sophomore
Azria Moore,17,1.72,3,2,Computer Science,Sophomore
Avery Johnson,17,3.52,2,49,Business,Sophomore
Dutch Hernandez,14,0.66,2,50,Early College,Senior
Manny Smith,14,3.85,1,56,Computer Science,Sophomore
Alice Martinez,16,2.15,1,16,Construction,Junior
Nate Anderson,16,0.78,0,59,Criminal Justice,Junior
Abby Anderson,16,2.7,0,29,Business,Freshman
Kelsey Anderson,14,4.09,2,26,Early College,Senior
Sujay Williams,19,2.11,1,21,Marketing,Sophomore
Joe Davis,19,1.91,3,55,Computer Science,Freshman
Josh Smith,17,2.69,3,26,Criminal Justice,Junior
Abby Thomas,16,1.06,1,15,Criminal Justice,Senior
Azria Smith,17,3.76,3,5,Early Childhood Education,Senior
Nate Lopez,19,1.3,0,45,Bio Med,Freshman
Azria Thomas,17,3.03,0,33,Early College,Senior
Emm Thomas,18,1.62,2,15,Culinary,Sophomore
Dutch Smith,17,2.75,0,26,Construction,Freshman
Sujay Thomas,16,4.32,3,4,Marketing,Freshman
Cal Johnson,14,1.12,3,48,Marketing,Sophomore
Sam Smith,16,2.71,1,33,Culinary,Sophomore
Manny Garcia,14,1.15,2,25,Early College,Sophomore
Avery Hernandez,18,2.24,0,46,Bio Med,Senior
Sam Jones,18,4.23,0,38,Engineering,Junior
Azria Brown,15,3.97,2,9,Bio Med,Senior
Sujay Miller,14,2.1,1,54,Business,Freshman
Azria Moore,15,3.64,3,0,Criminal Justice,Senior
Manny Lopez,19,2.35,3,46,Engineering,Sophomore
Sam Moore,16,3.56,0,15,Early Childhood Education,Senior
Vihaan Anderson,14,0.95,1,51,Criminal Justice,Senior
Alice Garcia,16,3.25,3,28,Early College,Junior
Josh Martinez,17,4.05,2,16,Engineering,Sophomore
Abby Gonzalez,19,3.97,0,35,Engineering,Senior
Sujay Smith,15,0.48,3,9,Computer Science,Freshman
Josh Garcia,15,3.67,0,37,Culinary,Senior
Sam Martinez,19,0.75,0,7,Culinary,Freshman
Avery Wilson,14,1.83,2,42,Criminal Justice,Junior
Kelsey Smith,14,3.03,2,54,Early College,Sophomore
Kelsey Brown,18,3.21,2,58,Early Childhood Education,Freshman
Gavin Hernandez,14,1.84,0,30,Marketing,Junior
Sujay Martinez,18,1.43,3,29,Construction,Senior
Sam Brown,16,1.33,0,3,Bio Med,Sophomore
Sam Moore,14,3.5,3,18,Bio Med,Senior
Manny Miller,14,2.38,2,9,Construction,Sophomore
Emm Rodriguez,15,1.42,0,50,Bio Med,Senior
Josh Moore,15,0.83,3,45,Marketing,Senior
Sujay Miller,17,1.12,3,42,Criminal Justice,Freshman
Azria Martinez,15,3.69,1,28,Bio Med,Junior
Sam Martinez,19,2.95,2,54,Criminal Justice,Senior
Sam Davis,16,4.02,3,31,Computer Science,Junior
Avery Taylor,19,2.11,3,40,Criminal Justice,Freshman
Manny Taylor,18,3.86,3,1,Early College,Senior
Dutch Brown,17,4.33,1,20,Criminal Justice,Freshman
Joe Johnson,14,0.67,1,13,Construction,Sophomore
Emm Thomas,14,1.02,1,55,Construction,Junior
Cal Wilson,18,4.13,3,57,Business,Freshman
Cal Johnson,18,3.68,3,12,Bio Med,Freshman
Gavin Rodriguez,19,0.63,0,31,Marketing,Sophomore
Abby Williams,15,0.87,0,18,Construction,Sophomore
Sam Moore,16,1.6,2,0,Culinary,Junior
Vihaan Martin,19,4.07,1,53,Bio Med,Sophomore
Joe Gonzalez,15,2.55,2,22,Engineering,Freshman
Gavin Davis,18,3.7,1,19,Computer Science,Junior
Joe Garcia,14,0.79,2,40,Business,Junior
Manny Brown,17,2.62,3,9,Construction,Freshman
Emm Martinez,18,4.29,1,26,Early Childhood Education,Senior
Nate Johnson,15,3.65,1,56,Early College,Freshman
Emm Rodriguez,19,0.42,2,40,Bio Med,Freshman
Azria Jones,14,0.6,0,32,Bio Med,Junior
Avery Johnson,14,2.38,2,7,Early Childhood Education,Senior
Abby Jones,19,2.92,2,17,Marketing,Senior
Vihaan Lopez,19,3.73,0,12,Early Childhood Education,Freshman
Kelsey Garcia,16,4.4,0,3,Early Childhood Education,Senior
Kelsey Johnson,14,0.98,1,44,Computer Science,Senior
Emm Garcia,18,3.41,0,48,Early College,Sophomore
Nate Thomas,19,1.07,0,40,Business,Sophomore
Sujay Gonzalez,14,2.64,2,26,Culinary,Sophomore
Avery Moore,19,2.26,3,51,Engineering,Freshman
Sam Jackson,17,0.64,2,15,Engineering,Junior
Avery Thomas,14,2.89,3,46,Construction,Senior
Manny Martinez,14,3.34,0,10,Engineering,Senior
Dutch Garcia,16,0.36,3,7,Engineering,Senior
Sujay Wilson,15,1.23,0,13,Culinary,Junior
Manny Miller,18,1.94,1,23,Business,Freshman
Kelsey Taylor,19,2.04,1,50,Construction,Sophomore
Dutch Smith,16,0.47,3,4,Criminal Justice,Junior
Gavin Hernandez,15,3.09,3,15,Engineering,Freshman
Emm Martin,19,1.43,2,56,Computer Science,Senior
Dutch Jackson,14,3.99,2,3,Marketing,Sophomore
Manny Rodriguez,17,2.78,3,3,Criminal Justice,Sophomore
Azria Moore,14,2.11,0,57,Bio Med,Junior
Dutch Garcia,16,2.16,0,19,Marketing,Sophomore
Josh Thomas,17,4.06,2,35,Business,Freshman
Sam Rodriguez,15,2.37,3,19,Business,Freshman
Avery Williams,14,1.7,3,27,Construction,Senior
Kelsey Anderson,16,3.75,1,25,Construction,Senior
Josh Moore,17,4.16,2,40,Criminal Justice,Senior
Dutch Smith,14,2.07,2,1,Early College,Junior
Sujay Smith,17,3.63,3,32,Computer Science,Freshman
Dutch Lopez,18,0.75,3,17,Early College,Sophomore
Manny Lopez,19,1.04,0,36,Bio Med,Senior
Abby Wilson,19,1.67,3,16,Early Childhood Education,Sophomore
Kelsey Jones,18,1.44,2,34,Culinary,Freshman
Avery Martin,16,2.04,3,19,Early Childhood Education,Sophomore
Gavin Williams,18,3.99,2,37,Criminal Justice,Sophomore
Alice Anderson,16,3.86,0,23,Engineering,Sophomore
Avery Martinez,15,3.17,0,53,Marketing,Senior
Josh Davis,16,3.91,3,12,Culinary,Senior
Sujay Johnson,18,3.84,1,21,Early College,Junior
Sujay Thomas,17,2.58,1,31,Computer Science,Senior
Abby Moore,16,0.58,1,46,Culinary,Senior
Sam Johnson,14,1.32,2,4,Bio Med,Sophomore
Gavin Johnson,16,0.97,1,60,Early Childhood Education,Junior
Avery Hernandez,14,3.31,2,24,Early Childhood Education,Senior
Azria Moore,17,3.73,0,3,Bio Med,Freshman
Manny Rodriguez,16,1.66,0,39,Early College,Senior
Joe Moore,14,1.43,0,12,Construction,Sophomore
Cal Hernandez,16,4.1,2,28,Bio Med,Senior
Gavin Martin,16,1.26,3,33,Early Childhood Education,Senior
Alice Davis,18,2.76,1,6,Construction,Senior
Abby Hernandez,16,0.51,1,54,Construction,Junior
Avery Moore,14,2.61,3,56,Business,Junior
Cal Thomas,16,0.94,3,58,Early Childhood Education,Junior
Sujay Thomas,18,4.06,0,28,Early College,Sophomore
Azria Hernandez,17,0.86,3,27,Construction,Senior
Vihaan Hernandez,14,1.13,0,30,Computer Science,Senior
Nate Jones,14,4.29,1,45,Early College,Sophomore
Sam Smith,14,3.3,0,26,Engineering,Senior
Avery Brown,14,0.47,0,19,Early College,Freshman
Manny Moore,16,3.06,2,21,Early College,Junior
Sujay Garcia,17,1.22,1,26,Early College,Sophomore
Manny Brown,19,3.37,0,7,Engineering,Sophomore
Sujay Williams,14,2.96,0,57,Bio Med,Junior
Azria Smith,18,0.52,0,6,Engineering,Senior
Gavin Miller,19,3.85,2,10,Bio Med,Freshman
Azria Moore,18,3.36,0,2,Early College,Senior
Abby Rodriguez,15,2.14,2,20,Engineering,Sophomore
Nate Martinez,18,2.19,2,22,Business,Junior
Dutch Taylor,14,3.22,2,21,Bio Med,Sophomore
Cal Thomas,16,0.45,2,22,Culinary,Junior
Joe Gonzalez,19,4.31,2,41,Marketing,Freshman
Sam Anderson,17,2.76,0,50,Criminal Justice,Sophomore
Abby Jones,14,2.73,0,53,Bio Med,Senior
Alice Garcia,18,2.51,1,37,Criminal Justice,Freshman
Avery Rodriguez,16,0.71,2,11,Culinary,Senior
Sam Wilson,16,3.15,0,23,Construction,Junior
Avery Jones,19,0.77,2,10,Engineering,Sophomore
Vihaan Garcia,17,2.51,0,8,Culinary,Freshman
Alice Brown,19,0.58,1,47,Business,Senior
Josh Davis,14,4.25,2,59,Engineering,Senior
Joe Garcia,16,3.17,3,26,Early Childhood Education,Senior
Emm Jones,18,0.91,3,1,Criminal Justice,Junior
Nate Davis,18,1.7,0,57,Culinary,Junior
Kelsey Rodriguez,17,3.45,3,4,Marketing,Junior
Joe Johnson,18,2.29,0,42,Bio Med,Freshman
Sujay Miller,14,2.83,3,51,Business,Junior
Joe Martinez,17,3.09,0,6,Culinary,Senior
Emm Martin,18,0.89,2,21,Early Childhood Education,Sophomore
Manny Rodriguez,15,3.52,2,19,Engineering,Junior
Nate Williams,16,2.0,2,47,Culinary,Senior
Dutch Martinez,14,0.45,3,21,Early College,Freshman
Cal Jones,15,3.56,3,8,Construction,Sophomore
Azria Moore,14,1.57,1,48,Construction,Junior
Manny Hernandez,18,2.73,3,1,Early College,Senior
Kelsey Lopez,15,4.33,0,34,Business,Freshman
Vihaan Anderson,15,1.69,0,22,Criminal Justice,Junior
Josh Wilson,16,0.74,0,29,Business,Junior
Josh Williams,14,1.24,3,7,Computer Science,Freshman
Kelsey Wilson,15,3.91,3,57,Computer Science,Senior
Sujay Moore,16,1.12,0,42,Engineering,Junior
Azria Davis,16,1.46,3,18,Early College,Sophomore
Cal Jackson,14,2.62,2,31,Early Childhood Education,Sophomore
Avery Jackson,15,1.61,1,12,Bio Med,Junior
Azria Rodriguez,16,1.53,3,12,Marketing,Freshman
Vihaan Wilson,19,2.05,2,43,Bio Med,Freshman
Abby Smith,16,1.28,1,33,Early Childhood Education,Junior
Nate Davis,14,3.72,3,21,Early College,Freshman
Josh Moore,18,1.21,2,7,Bio Med,Junior
Emm Anderson,15,3.14,0,44,Bio Med,Sophomore
Cal Hernandez,16,0.52,0,22,Early College,Freshman
Emm Johnson,19,4.09,1,26,Business,Senior
Abby Lopez,16,0.34,0,44,Culinary,Freshman
Cal Wilson,18,3.6,0,14,Culinary,Senior
Cal Rodriguez,14,3.36,2,7,Early Childhood Education,Freshman
Azria Anderson,17,0.36,0,12,Early College,Sophomore
Josh Hernandez,19,0.95,2,55,Business,Senior
Kelsey Miller,19,1.7,3,33,Criminal Justice,Sophomore
Manny Miller,19,0.43,0,60,Bio Med,Freshman
Gavin Taylor,18,0.31,1,2,Early Childhood Education,Freshman
Joe Smith,14,1.21,3,22,Engineering,Junior
Alice Johnson,18,3.26,2,22,Early College,Junior
Azria Williams,16,0.77,3,7,Culinary,Junior
Dutch Rodriguez,16,4.28,2,37,Construction,Senior
Dutch Smith,14,1.02,1,21,Early College,Junior
Dutch Brown,17,3.44,3,50,Culinary,Senior
Emm Hernandez,16,3.0,1,9,Culinary,Senior
Emm Martinez,15,1.02,0,32,Construction,Senior
Azria Brown,17,2.63,2,50,Business,Sophomore
Dutch Thomas,15,2.64,0,39,Bio Med,Sophomore
Josh Martin,18,1.38,2,43,Construction,Junior
Gavin Martin,17,3.3,0,23,Bio Med,Sophomore
Emm Gonzalez,19,2.0,2,17,Early College,Senior
Dutch Johnson,16,2.82,3,18,Construction,Freshman
Azria Miller,18,2.04,1,52,Engineering,Sophomore
Avery Moore,17,1.64,2,16,Engineering,Senior
Josh Martinez,14,3.73,2,41,Marketing,Junior
Gavin Hernandez,15,3.68,2,17,Bio Med,Freshman
Abby Rodriguez,15,0.75,3,27,Early College,Freshman
Gavin Lopez,15,1.94,0,1,Early Childhood Education,Junior
Nate Miller,17,1.09,0,44,Culinary,Freshman
Alice Martin,18,1.04,2,25,Early College,Junior
Cal Lopez,17,1.66,0,51,Marketing,Sophomore
Sam Jackson,16,2.19,0,43,Marketing,Freshman
Manny Martin,17,3.8,2,53,Culinary,Sophomore
Sam Brown,17,1.58,3,13,Criminal Justice,Junior
Abby Taylor,19,3.34,0,32,Early College,Freshman
Vihaan Rodriguez,18,3.64,1,18,Construction,Sophomore
Gavin Williams,14,3.92,2,19,Construction,Sophomore
Vihaan Jones,19,3.46,0,52,Computer Science,Freshman
Josh Martin,15,1.14,3,3,Computer Science,Junior
Sujay Anderson,15,1.68,1,32,Business,Senior
Abby Jones,15,0.62,3,50,Construction,Freshman
Gavin Gonzalez,15,3.99,2,32,Business,Senior
Abby Johnson,15,0.9,0,50,Computer Science,Sophomore
Alice Brown,16,3.58,0,59,Criminal Justice,Junior
Emm Johnson,17,3.39,1,1,Early Childhood Education,Junior
Vihaan Hernandez,18,2.96,0,34,Construction,Junior
Sam Taylor,17,2.96,1,0,Marketing,Freshman
Josh Jackson,18,0.41,0,57,Criminal Justice,Junior
Cal Garcia,18,3.07,1,25,Bio Med,Sophomore
